Asset_Num,Serial_Number,Description,BU,BL,Asset_Life,Acquired,Acquisition_Cost,Total_Depn_Value,NBV,Current_Location,Type
I-EDP-H6000-4160,12346743,"Transfer Pump,Viking Heavy Duty Rotary 167 GPM @ 3 bar Diff (4176 Series)",KIU,SWT,120,2/1/2015,"7,585.78","4,529.07","3,056.71",,Pump Electrical
D-CEK-AAAAA-0006,PIIEII294,Centrifuge Kit BS&W,KIU,SWT,120,4/1/2012,"7,000.00","5,482.95","1,517.05",,Instromentation
I-FLA- H0615-0021,,"6"" Flame Arrestor NACE, 150 CLASS with 4"" 602 weco Connection",KIU,SLS,120,7/1/2018,"4,674.30",739.97,"3,934.33",,Flame arrestor
I-FLA- H0615-0022,,"6"" Flame Arrestor NACE, 150 CLASS with 4"" 602 weco Connection",KIU,SLS,120,7/1/2018,"4,674.30",739.97,"3,934.33",,Flame arrestor
I-FLA- H0615-0023,,"6"" Flame Arrestor NACE, 150 CLASS with 4"" 602 weco Connection",KIU,SLS,120,7/1/2018,"4,674.30",739.97,"3,934.33",,Flame arrestor
I-FLA- H0615-0024,,"6"" Flame Arrestor NACE, 150 CLASS with 4"" 602 weco Connection",KIU,SLS,120,7/1/2018,"4,674.30",739.97,"3,934.33",,Flame arrestor
I-FLA- H0615-0025,,"6"" Flame Arrestor NACE, 150 CLASS with 4"" 602 weco Connection",KIU,SLS,120,7/1/2018,"4,674.30",739.97,"3,934.33",,Flame arrestor
I-FLA- H0615-0026,,"6"" Flame Arrestor NACE, 150 CLASS with 4"" 602 weco Connection",KIU,SLS,120,7/1/2018,"4,674.30",739.97,"3,934.33",,Flame arrestor
D-CEK-AAAAA-0007,16979,Centrifuge Kit BS&W,KIU,SWT,120,4/1/2012,"7,000.00","5,483.25","1,516.75",,Instromentation
D-CEK-AAAAA-0008,21391,Centrifuge Kit BS&W,KIU,SWT,120,4/1/2012,"7,000.00","5,483.25","1,516.75",,Instromentation
F-TRB-AAAFH-0059,ME1871-1 / SWT-FHB-003,Basket Flow Head,KIU,SWT,120,4/1/2012,"7,000.00","5,483.25","1,516.75",,Flow Head Basket
I-SJS-H0515-0001,,"Stiff Joint 5-3/4""-4 Stub ACME Pin x 5-3/8""-4 ACME Box 15K",CEU,SWT,120,11/1/2013,"6,993.95","5,832.22","1,161.73",,Stiff Joint
I-PSV-HAASE-0005,,Pressure Relief Valve,KIU,SWT,120,6/1/2018,"6,806.43","1,134.29","5,672.14",,PSV
I-PSV-HAASE-0006,,Pressure Relief Valve,KIU,SWT,120,6/1/2018,"6,806.43","1,134.29","5,672.14",,PSV
I-EDP-ELECT-0045,Custman-001120,Transfer Electrical Pump - Water,KIU,SWT,120,9/1/2013,"6,748.50","5,823.60",924.90,,Pump Electrical
I-OPC-H0615-0023,11/0513,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"6,100.00","4,332.60","1,767.40",AGU,Sampling
I-OPC-H0615-0024,11/0519,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"6,100.00","4,332.60","1,767.40",AGU,Sampling
I-PSV-HAASA-0039,SWT-PSV-014-1,PSV Standalone,KIU,SWT,120,7/20/2010,"6,000.00","5,744.28",255.72,,PSV
I-PSV-HAASA-0040,SWT-PSV-014-2,PSV Standalone,KIU,SWT,120,7/20/2010,"6,000.00","5,744.28",255.72,,PSV
I-PSV-HAASE-0019,19222,PSV Mounted on Separator,KIU,SWT,120,4/1/2012,"6,000.00","4,699.66","1,300.34",,PSV
I-PSV-HAASE-0020,SWT-PSV-008-1,PSV Mounted on Separator,KIU,SWT,120,7/20/2010,"6,000.00","5,744.28",255.72,,PSV
I-PSV-HAASE-0042,SWT-PSV-009-3,PSV Mounted on Separator,KIU,SWT,120,7/20/2010,"6,000.00","5,744.28",255.72,,PSV
I-PSV-HAASE-0043,SWT-PSV-009-4,PSV Mounted on Separator,KIU,SWT,120,4/1/2012,"6,000.00","4,699.66","1,300.34",,PSV
I-PSV-HAASE-0044,SWT-PSV-005-3,PSV Mounted on Separator,KIU,SWT,120,7/20/2010,"6,000.00","5,744.93",255.07,,PSV
I-PSV-HAASE-0045,SWT-PSV-005-4,PSV Mounted on Separator,KIU,SWT,120,7/20/2010,"6,000.00","5,744.93",255.07,,PSV
I-PSV-HAAST-0028,SWT-PSV-002-3,PSV Mounted on Surge Tank,KIU,SWT,120,7/20/2010,"6,000.00","5,744.93",255.07,,PSV
I-PSV-HAAST-0029,SWT-PSV-002-4,PSV Mounted on Surge Tank,KIU,SWT,120,7/20/2010,"6,000.00","5,744.93",255.07,,PSV
I-PSV-HAAST-0030,SWT-PSV-013-3,PSV Mounted on Surge Tank,KIU,SWT,120,4/1/2012,"6,000.00","4,699.66","1,300.34",,PSV
I-PSV-HAAST-0031,SWT-PSV-013-4,PSV Mounted on Surge Tank,KIU,SWT,120,7/20/2010,"6,000.00","5,744.28",255.72,,PSV
I-SSK-AAA10-0009,,Separator Sampling Kit Oil 10K,KIU,SWT,120,12/1/2013,"5,900.00","3,837.22","2,062.78",,Instromentation
I-SSK-AAA10-0010,,Separator Sampling Kit Oil 10K,KIU,SWT,120,12/1/2013,"5,900.00","3,837.22","2,062.78",,Instromentation
I-SSK-AAA03-0003,,Separator Sampling Kit Gas 3K,KIU,SWT,120,12/1/2013,"5,817.00","3,783.26","2,033.74",,Instromentation
I-SSK-AAA03-0004,,Separator Sampling Kit Gas 3K,KIU,SWT,120,12/1/2013,"5,817.00","3,783.26","2,033.74",,Instromentation
I-DFL-AAAAA-0005,1256,"6"" Flame Arrestor NACE, 150 CLASS with 4"" 602 weco connection",KIU,SWT,120,4/1/2019,"5,564.76",463.66,"5,101.10",,Flame arrestor
I-DFL-AAAAA-0006,1257,"6"" Flame Arrestor NACE, 150 CLASS with 4"" 602 weco connection",KIU,SWT,120,4/1/2019,"5,564.76",463.66,"5,101.10",DNO P-13,Flame arrestor
E-STN-HYDRO-0094,SWT-FT-019/SEPL-N-234,Storage Tank 500 bbls Atmospheric Rectangular Hydrocarbon,KIU,SWT,120,6/1/2014,"40,000.00","27,768.76","12,231.24",Murtaka Base,Sto Tank
I-DFL-AAAAA-0008,1259,"6"" Flame Arrestor NACE, 150 CLASS with 4"" 602 weco connection",KIU,SWT,120,4/1/2019,"5,564.76",463.66,"5,101.10",,Flame arrestor
I-DAH-H0403-0052,P-01,"Data Header 4.00"" 3K",KIU,SWT,120,6/1/2012,"5,500.00","4,476.61","1,023.39",,Data Header
I-DAH-H0403-0053,P-02,"Data Header 4.00"" 3K",KIU,SWT,120,6/1/2012,"5,500.00","4,476.61","1,023.39",,Data Header
I-DAH-H0403-0054,P-03,"Data Header 4.00"" 3K",KIU,SWT,120,6/1/2012,"5,500.00","4,476.61","1,023.39",,Data Header
I-DAH-H0403-0055,P-04,"Data Header 4.00"" 3K",KIU,SWT,120,6/1/2012,"5,500.00","4,446.35","1,053.65",,Data Header
I-VAP-AAAAA-0002,,Vaccum Pump For Gas Sampling Cylinder,KIU,SWT,120,12/1/2013,"5,462.50","3,552.58","1,909.92",,Instromentation
I-OPC-H0615-0001,11/0517,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-GAV-HJA10-0001,I 011068-1,"Gate Valve 4-1/16"" 10K",KIU,SLS,120,9/1/2013,"10,546.32","9,101.29","1,445.03",,Grease injection
I-GIP-AAAAA-0006,I-INS-AAAAA-6001,Grease Injection Pump,KIU,SLS,120,8/31/2010,"15,000.00","14,612.23",387.77,,Grease injection
I-GIP-AAAAA-0007,L-696810-001M,Grease Injection Pump,CEU,SLS,120,12/1/2013,"33,134.94","26,852.27","6,282.67",,Grease injection
I-GIP-AAAAA-0008,L-696810-002M,Grease Injection Pump,CEU,SLS,120,12/1/2013,"33,134.94","26,852.27","6,282.67",,Grease injection
I-GIP-AAAAA-0009,L-696810-003M,Grease Injection Pump,CEU,SLS,120,12/1/2013,"33,134.94","26,852.27","6,282.67",Moved to KSU,Grease injection
I-GIP-AAAAA-0010,L-696810-004M,Grease Injection Pump,CEU,SLS,120,12/1/2013,"33,134.94","26,852.27","6,282.67",,Grease injection
I-GIP-AAAAA-0011,L-696810-005M,Grease Injection Pump,CEU,SLS,120,12/1/2013,"33,134.94","26,852.27","6,282.67",,Grease injection
I-GIP-AAAAA-0012,L-696810-006M,Grease Injection Pump,CEU,SLS,120,12/1/2013,"33,134.94","26,852.27","6,282.67",,Grease injection
I-GIP-AAAAA-0018,SPL 1163073,Grease Injection Pump,CEU,SLS,120,6/1/2014,"18,018.08","13,001.67","5,016.41",,Grease injection
I-OPC-H0615-0002,11/0525,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0003,10/1102,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0004,11/0510,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",Not Found,Sampling
I-OPC-H0615-0005,10/1110,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0006,11/0103,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",Old Base,Sampling
I-OPC-H0615-0007,11/0102,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",Old Base,Sampling
I-OPC-H0615-0008,11/0518,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",Old Base,Sampling
I-OPC-H0615-0009,10/1108,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",Old Base,Sampling
I-OPC-H0615-0010,11/0523,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",Old Base,Sampling
I-OPC-H0615-0011,11/0509,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",Not Found,Sampling
I-OPC-H0615-0012,11/0524,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0013,11/0106,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0014,11/0301,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0015,11/0516,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0016,11/0511,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",Murtaka,Sampling
I-OPC-H0615-0017,10/1105,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",Not Found,Sampling
I-OPC-H0615-0018,11/0512,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0019,10/1103,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0020,11/0514,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",Old Base,Sampling
I-OPC-H0615-0021,11/0515,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0022,10/1101,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.47","1,518.17",AGU,Sampling
I-OPC-H0615-0073,90608,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Old Base,Sampling
I-OPC-H0615-0074,90603,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Old Base,Sampling
I-OPC-H0615-0077,90607,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Old Base,Sampling
I-OPC-H0615-0083,10/1111,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Old Base,Sampling
I-OPC-H0615-0086,11/0105,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Old Base,Sampling
I-OPC-H0615-0087,11/0104,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Not Found,Sampling
I-OPC-H0615-0088,10/1104,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Old Base,Sampling
I-OPC-H0615-0089,11/0101,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Old Base,Sampling
I-OPC-H0615-0090,11/0302,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Old Base,Sampling
I-OPC-H0615-0094,110527,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",AGU,Sampling
I-OPC-H0615-0095,110528,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Not Found,Sampling
I-OPC-H0615-0096,110526,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Not Found,Sampling
I-OPC-H0615-0097,110521,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Not Found,Sampling
I-OPC-H0615-0098,101106,One Phase cylinder 600 CC 15K,KIU,SWT,120,3/31/2013,"5,239.64","3,721.72","1,517.92",Not Found,Sampling
I-OPC-H0615-0031,1009414,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Bejil-1,Sampling
I-OPC-H0615-0032,1009415,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0034,1009417,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Bejil-1,Sampling
I-OPC-H0615-0035,1009418,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0040,1009423,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0043,1009426,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0044,1009427,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0045,1009428,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0046,1009429,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Bejil-1,Sampling
I-OPC-H0615-0047,1009430,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0051,1009434,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0053,1009436,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0054,1009437,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0056,1009439,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0058,1009441,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0062,1009445,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0063,1009446,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-OPC-H0615-0064,1009447,One Phase cylinder 600 CC 15K,KIU,SWT,120,11/1/2015,"5,155.17","2,285.56","2,869.61",Not Found,Sampling
I-FLA- AAAAA-0031,,"Fabricate 5 1/8"" 10K well head flange X 1502 3"" wing",KIU,SWT,120,10/1/2018,"5,050.00",673.22,"4,376.78",,Cross Over
I-DAH-H0303-0041,SEPL2123DH3116P15465A22,"Data Header 3.00"" 15K",KIU,SWT,120,5/1/2014,"5,000.00","3,713.74","1,286.26",,Data Header
I-DAH-H0303-0042,DH-03710,"Data Header 3.00"" 3K",KIU,SWT,120,6/1/2012,"5,000.00","4,069.66",930.34,,Data Header
I-DAH-H0303-0043,DH001,"Data Header 3.00"" 3K",KIU,SWT,120,6/1/2012,"5,000.00","4,069.66",930.34,,Data Header
I-DAH-H0303-0045,H.NO.T012.344,"Data Header 3.00"" 3K",KIU,SWT,120,6/1/2012,"5,000.00","4,069.66",930.34,,Data Header
I-DAH-H0303-0046,DH 1005,"Data Header 3.00"" 3K",KIU,SWT,120,6/1/2012,"5,000.00","4,069.66",930.34,,Data Header
I-DAH-H0303-0047,DH 19003,"Data Header 3.00"" 3K",KIU,SWT,120,6/1/2012,"5,000.00","4,069.66",930.34,,Data Header
I-DAH-H0303-0048,P-03,"Data Header 3.00"" 3K",KIU,SWT,120,6/1/2012,"5,000.00","4,069.66",930.34,,Data Header
I-DAH-H0303-0049,P-01,"Data Header 3.00"" 3K",KIU,SWT,120,6/1/2012,"5,000.00","4,069.66",930.34,,Data Header
I-DAH-H0303-0050,P-05,"Data Header 3.00"" 3K",KIU,SWT,120,6/1/2012,"5,000.00","4,069.66",930.34,,Data Header
I-DAH-H0315-0040,SEPL2123DH3116P15465A21,"Data Header 3.00"" 15K",KIU,SWT,120,5/1/2014,"5,000.00","3,713.74","1,286.26",,Data Header
I-PCR-HAA10-0025,1.12E+11,Pressure Chart Recorder 10k,KIU,SWT,120,4/1/2012,"5,000.00","3,916.68","1,083.32",,Instromentation
I-PCR-HAA15-0015,202E-120473408001,"Pressure Chart Recorder Separator (0-1.5k PSI 0-200"" H2O)",KIU,SWT,120,7/20/2010,"5,000.00","4,786.78",213.22,,Chart recorder
I-PCR-HAA15-0053,1.13E+11,"Pressure Chart Recorder Seperator (1.5k PSI 0-400"" H2O)",KIU,SWT,120,4/1/2012,"5,000.00","3,916.38","1,083.62",,Chart recorder
I-PCR-HAA30-0023,1.12E+11,"Pressure Chart Recorder Separator (0-3k PSI 0-200"" H2O)",KIU,SWT,120,4/1/2012,"5,000.00","3,916.38","1,083.62",,Chart recorder
I-PRV-AAAAA-0006,41813810444,Pressure Relief Valve - Triplex Pump,KIU,SWT,120,7/20/2010,"5,000.00","4,787.43",212.57,,Triplex Pump
I-PCH-HAA10-0029,11.01425.1-01,Pressure Chart Recorder 10k,KIU,SWT,120,1/2/2012,"4,807.21","3,901.56",905.65,,Instromentation
I-PCH-HAA10-0030,"112496336001
ure Chart Recorder 10k,KIU,SWT,120,1/2/2012,"4,807.21","3,901.56",905.65,,Instromentation
I-PCH-HAA10-0031,"112496344002
ure Chart Recorder 10k,KIU,SWT,120,1/2/2012,"4,807.21","3,901.56",905.65,,Instromentation
I-PCH-HAA10-0032,"112583531002
ure Chart Recorder 10k,KIU,SWT,120,1/2/2012,"4,807.21","3,901.56",905.65,,Instromentation
I-PCH-HAA10-0033,"112496336002
ure Chart Recorder 10k,KIU,SWT,120,1/2/2012,"4,807.21","3,901.56",905.65,,Instromentation
I-PCH-HAA10-0034,1.13E+11,Pressure Chart Recorder 10k,KIU,SWT,120,1/2/2012,"4,807.21","3,901.56",905.65,,Instromentation
I-OPC-H0615-0066,91205,One Phase cylinder 600 CC 15K,KIU,SWT,120,2/1/2015,"4,713.19","2,814.06","1,899.13",Not Found,Sampling
I-OPC-H0615-0068,90418,One Phase cylinder 600 CC 15K,KIU,SWT,120,2/1/2015,"4,713.19","2,814.06","1,899.13",Old Base,Sampling
I-OPC-H0615-0069,90421,One Phase cylinder 600 CC 15K,KIU,SWT,120,2/1/2015,"4,713.19","2,814.06","1,899.13",Old Base,Sampling
I-EDP-AAAAA-0071,,Ex-Panel size 50 x 60 CMfor the Pump,KIU,SWT,120,7/1/2018,"4,700.00",744.07,"3,955.93",,EX-panel
I-EDP-AAAAA-0072,,Ex-Panel size 50 x 60 CMfor the Pump,KIU,SWT,120,8/1/2018,"4,700.00",704.90,"3,995.10",,EX-panel
F-AIC-AAAAA-0002,702,Air Compressor 100 CFM,KIU,SWT,120,1/31/2013,"4,600.00","4,465.48",134.52,,Air Compressor
F-AIC-AAAAA-0003,521002568,Air Compressor 100 CFM,KIU,SWT,120,1/2/2012,"4,600.00","3,717.92",882.08,,Air Compressor
I-PCH-HAA15-0043,"112707619003
sure Chart Recorder (1.5k PSI  0-100"" H2O)",KIU,SWT,120,1/2/2012,"4,600.00","3,717.94",882.06,,Chart recorder
I-PCH-HAA15-0044,"112707619005
sure Chart Recorder (1.5k PSI  0-100"" H2O)",KIU,SWT,120,1/2/2012,"4,600.00","3,717.94",882.06,,Chart recorder
I-PCH-HAA15-0045,"112707619004
sure Chart Recorder (1.5k PSI  0-100"" H2O)",KIU,SWT,120,1/2/2012,"4,600.00","3,717.94",882.06,,Chart recorder
I-PCH-HAA15-0046,"112585114001
sure Chart Recorder (1.5k PSI  0-100"" H2O)",KIU,SWT,120,1/2/2012,"4,600.00","3,717.94",882.06,,Chart recorder
I-PCH-HAA15-0047,"112588749001
sure Chart Recorder (1.5k PSI  0-100"" H2O)",KIU,SWT,120,1/2/2012,"4,600.00","3,717.94",882.06,,Chart recorder
I-VFS-AAAAA-4194,FL-0102-04,Triangle Flare Stack 18m,KIU,SWT,120,2/1/2015,"4,500.00","2,686.58","1,813.42",,Flare Stack
E-STN-HYDRO-0155,N/A,Storage Tank Atmospheric Water 2000 Liters,KIU,SWT,120,9/1/2013,"4,294.00","3,705.41",588.59,,Tank
E-STN-HYDRO-0157,,Storage Tank Water Atmospheric 2000 Liters,KIU,SWT,120,1/31/2013,"4,294.00","4,168.49",125.51,,Tank
D-CEK-AAAAA-0012,RST5J10603,Centrifuge Kit BS&W,KIU,SWT,120,12/1/2013,"4,238.78","2,756.56","1,482.22",,Instromentation
D-CEK-AAAAA-0013,RST5J10602,Centrifuge Kit BS&W,KIU,SWT,120,12/1/2013,"4,238.78","2,756.56","1,482.22",,Instromentation
I-FLA-H0415-0002,1330,"Flame Arrestor 4 IN NACE, 150 CLASS with 3 IN 602 WECO",KIU,SWT,120,9/1/2017,"4,195.65","1,013.67","3,181.98",,Flame arrestor
I-ADP-WILDE-0012,SWT-WTP-003,Transfer Air Pump 4000 BPD - Wilden,KIU,SWT,120,9/1/2013,"4,055.80","2,751.93","1,303.87",DNO P-13,Pump Weldon
I-ADP-WILDE-0013,SWT-WTP-004,Transfer Air Pump 4000 BPD - Wilden,KIU,SWT,120,9/1/2013,"4,055.80","2,751.93","1,303.87",,Pump Weldon
I-ADP-WILDE-0015,SWT-WTP-009,Transfer Air Pump 4000 BPD - Wilden,KIU,SWT,120,9/1/2013,"4,055.80","2,751.93","1,303.87",,Pump Weldon
E-STN-DIESL-0073,,Storage Tank Diesel 2000 Liters,KIU,SWT,120,1/31/2013,"4,000.00","3,882.98",117.02,Murtaka Base,Tank
E-STN-HYDRO-0156,,Storage Tank Water Atmospheric 2000 Liters,KIU,SWT,120,9/1/2013,"4,000.00","3,451.64",548.36,,Tank
I-ADP-WILDE-0020,SWT-WTP-007,Transfer Air Pump 4000 BPD - Wilden,KIU,SWT,120,9/1/2011,"4,000.00","3,553.36",446.64,,Pump Weldon
I-PDC-H0610-0162,823200,Possitive Displacement Cylinder 600 CC 10K,CEU,SWT,120,6/1/2014,"4,000.00","2,776.68","1,223.32",Old Base,Sampling
I-PDC-H0610-0163,823206,Possitive Displacement Cylinder 600 CC 10K,CEU,SWT,120,6/1/2014,"4,000.00","2,776.68","1,223.32",Not Found,Sampling
I-PDC-H0610-0164,823222,Possitive Displacement Cylinder 600 CC 10K,CEU,SWT,120,6/1/2014,"4,000.00","2,776.68","1,223.32",DNO B-2,Sampling
I-PDC-H0610-0165,823228,Possitive Displacement Cylinder 600 CC 10K,CEU,SWT,120,6/1/2014,"4,000.00","2,776.68","1,223.32",Not Found,Sampling
I-PDC-H0610-0168,10/0343,Possitive Displacement Cylinder 600 CC 10K,CEU,SWT,120,6/1/2014,"4,000.00","2,776.68","1,223.32",Not Found,Sampling
I-PDC-H0610-0017,823216,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",Old Base,Sampling
I-PDC-H0610-0018,823218,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",UK - Major,Sampling
I-PDC-H0610-0019,823231,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",DNO B-2,Sampling
I-PDC-H0610-0020,823425,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",Not Found,Sampling
I-PDC-H0610-0021,823431,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",HKN STB2,Sampling
I-PDC-H0610-0022,823442,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",Old Base,Sampling
I-PDC-H0610-0023,823443,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",Murtaka,Sampling
I-PDC-H0610-0024,823446,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",Old Base,Sampling
I-PDC-H0610-0025,823447,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",UK - Major,Sampling
I-PDC-H0610-0026,823448,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",HKN STB2,Sampling
I-PDC-H0610-0027,823449,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",Old Base,Sampling
I-PDC-H0610-0028,830537,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",Zartik-1,Sampling
I-PDC-H0610-0029,830538,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",Murtaka,Sampling
I-PDC-H0610-0030,830539,Possitive Displacement Cylinder 600 CC 10K,KIU,SWT,120,12/1/2014,"3,892.65","2,388.78","1,503.87",Old Base,Sampling
